priority_tier,priority_score,product_id,product_slug_label,product_name,brand,category,protein_g,current_url,new_proteinlab_url,affiliate_link_id,channel_id,status,priority_reason,recommended_action,notes
P3,37,dryou-protein-drink-strawberry-250,Dryou Protein Drink Strawberry 250,프로 단백질 드링크 (딸기),닥터유,drink,24,https://link.coupang.com/a/e8NV4bkXvM,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,greenbia-proteinmeal-active-almond-walnut-250,Greenbia Proteinmeal Active Almond Walnut 250,프로틴밀 액티브 (아몬드&호두),그린비아,drink,20,https://link.coupang.com/a/e8NNfGEGCi,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,greenbia-proteinmeal-active-choco-250,Greenbia Proteinmeal Active Choco 250,프로틴밀 액티브 (초콜릿),그린비아,drink,20,https://link.coupang.com/a/e8NMGCWd0C,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,harim-chicken-protein-savory-240,Harim Chicken Protein Savory 240,닭가슴살 프로틴 (고소한맛),하림,drink,21,https://link.coupang.com/a/e8MEah671E,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-banana-250,Hymune Balance Active Banana 250,프로틴 밸런스 액티브 (바나나),하이뮨,drink,20,https://link.coupang.com/a/e8NQXQ2KFE,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-cookie-cream-250,Hymune Balance Active Cookie Cream 250,프로틴 밸런스 액티브 (쿠키앤크림),하이뮨,drink,20,https://link.coupang.com/a/e8N2oc3tTM,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-double-shot-coffee-250,Hymune Balance Active Double Shot Coffee 250,프로틴 밸런스 액티브 (더블샷 커피),하이뮨,drink,20,https://link.coupang.com/a/e8Nce1m3BQ,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-milkshake-deepchoco-250,Hymune Balance Active Milkshake Deepchoco 250,프로틴 밸런스 액티브 (밀크쉐이크),하이뮨,drink,20,https://link.coupang.com/a/e8MVlhWS1Q,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-night-tiramisu-zero-250,Hymune Balance Active Night Tiramisu Zero 250,프로틴 밸런스 액티브 (밤티라미수),하이뮨,drink,22,https://link.coupang.com/a/e8NagPSQsm,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-original-250,Hymune Balance Active Original 250,프로틴 밸런스 액티브 (오리지널),하이뮨,drink,20,https://link.coupang.com/a/e8NY4Oy9YW,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-plant-protein-250,Hymune Balance Active Plant Protein 250,프로틴 밸런스 액티브 (식물성 단백질),하이뮨,drink,20,https://link.coupang.com/a/e8NsswvP5w,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-strawberry-250,Hymune Balance Active Strawberry 250,프로틴 밸런스 액티브 (딸기),하이뮨,drink,20,https://link.coupang.com/a/e8N6jH4Nrw,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-balance-active-vanilla-bonbon-zero-250,Hymune Balance Active Vanilla Bonbon Zero 250,프로틴 밸런스 액티브 (바닐라봉봉),하이뮨,drink,22,https://link.coupang.com/a/e8NbnRyykK,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-protein-balance-190,Hymune Protein Balance 190,프로틴 밸런스 (오리지널),하이뮨,drink,10,https://link.coupang.com/a/e8Ojnox1Q4,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-protein-balance-black-sesame-190,Hymune Protein Balance Black Sesame 190,프로틴 밸런스 (흑임자),하이뮨,drink,10,https://link.coupang.com/a/e8OliFJOpM,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-protein-balance-choco-190,Hymune Protein Balance Choco 190,프로틴 밸런스 (초콜릿),하이뮨,drink,10,https://link.coupang.com/a/e8N8qMKNWe,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-protein-balance-lowsugar-190,Hymune Protein Balance Lowsugar 190,프로틴 밸런스 (저당),하이뮨,drink,10,https://link.coupang.com/a/e8N09qfy5A,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-protein-balance-plant-highprotein-190,Hymune Protein Balance Plant Highprotein 190,프로틴 밸런스 (식물성 고단백),하이뮨,drink,10,https://link.coupang.com/a/e8NrCG2wiO,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,hymune-protein-balance-plus-190,Hymune Protein Balance Plus 190,프로틴 밸런스 (플러스),하이뮨,drink,13,https://link.coupang.com/a/e8OmBEPL2G,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,mymil-furotein-choco-250,Mymil Furotein Choco 250,퓨로틴 (초코맛),마이밀,drink,20,https://link.coupang.com/a/e8M4zXY6Oi,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,mymil-newprotein-banana-190,Mymil Newprotein Banana 190,뉴프로틴 (바나나),마이밀,drink,9,https://link.coupang.com/a/e8OnPfOtgq,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,mymil-newprotein-deepchoco-190,Mymil Newprotein Deepchoco 190,뉴프로틴 (딥초코),마이밀,drink,9,https://link.coupang.com/a/e8OhZGfWDc,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,mymil-newprotein-goatmilk-190,Mymil Newprotein Goatmilk 190,뉴프로틴 (산양유),마이밀,drink,9,https://link.coupang.com/a/e8OiKnP2vk,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,mymil-newprotein-original-190,Mymil Newprotein Original 190,뉴프로틴 (오리지널),마이밀,drink,9,https://link.coupang.com/a/e8Ohtei1ds,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,newcare-all-protein-plant-savory-250,Newcare All Protein Plant Savory 250,올프로틴 식물성단백질 (고소한맛),뉴케어,drink,20,https://link.coupang.com/a/e8MOjG199o,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,newcare-olprotein-water-apple-350,Newcare Olprotein Water Apple 350,올프로틴 워터 (사과),뉴케어,drink,20,https://link.coupang.com/a/e8NmhcH0km,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,newcare-olprotein-water-lemon-350,Newcare Olprotein Water Lemon 350,올프로틴 워터 (레몬),뉴케어,drink,20,https://link.coupang.com/a/e8NlDmSv4C,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,oatmont-protein-choco-250,Oatmont Protein Choco 250,프로틴 (초콜릿),오트몬드,drink,21,https://link.coupang.com/a/e8NoP5tVEP,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,oatmont-protein-cookiecream-250,Oatmont Protein Cookiecream 250,프로틴 (쿠키앤크림),오트몬드,drink,21,https://link.coupang.com/a/e8NpFXg31o,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,oatmont-protein-savory-250,Oatmont Protein Savory 250,프로틴 (고소한맛),오트몬드,drink,21,https://link.coupang.com/a/e8Nn27XAES,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,pasteur-easyprotein-cereal-250,Pasteur Easyprotein Cereal 250,이지프로틴 (시리얼),롯데웰푸드,drink,20,https://link.coupang.com/a/e8OkgllzwW,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,pasteur-easyprotein-lowsugar-choco-250,Pasteur Easyprotein Lowsugar Choco 250,이지프로틴 저당 (초콜릿),롯데웰푸드,drink,20,https://link.coupang.com/a/e8NSF0vxf2,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-profit-banana-250,Sellex Profit Banana 250,프로핏 (바나나),셀렉스,drink,20,https://link.coupang.com/a/e8MSIticfs,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-profit-mocha-chocolate-250,Sellex Profit Mocha Chocolate 250,프로핏 (모카 초콜릿),셀렉스,drink,20,https://link.coupang.com/a/e8MRZ5k8bY,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-profit-peach-icedtea-330,Sellex Profit Peach Icedtea 330,프로핏 스포츠 (복숭아 아이스티),셀렉스,drink,20,https://link.coupang.com/a/e8NLSc9rEa,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-profit-sports-choco-330,Sellex Profit Sports Choco 330,프로핏 스포츠 (초콜릿),셀렉스,drink,20,https://link.coupang.com/a/e8NeaakAQ8,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-profit-sports-coconut-330,Sellex Profit Sports Coconut 330,프로핏 스포츠 (코코넛),셀렉스,drink,20,https://link.coupang.com/a/e8NeQAxnk4,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-profit-strawberry-choco-250,Sellex Profit Strawberry Choco 250,프로핏 (딸기초코),셀렉스,drink,20,https://link.coupang.com/a/e8NdkFP4Vx,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-protein-dangsolve-corn-190,Sellex Protein Dangsolve Corn 190,프로틴 당솔브 (초당옥수수맛),셀렉스,drink,14,https://link.coupang.com/a/e8NOEFh3JY,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-protein-dangsolve-fivegrain-190,Sellex Protein Dangsolve Fivegrain 190,프로틴 당솔브 (오곡맛),셀렉스,drink,14,https://link.coupang.com/a/e8NPj81xGS,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-protein-lactosefree-original-190,Sellex Protein Lactosefree Original 190,프로틴 락토프리 (오리지널),셀렉스,drink,14,https://link.coupang.com/a/e8NN7uc16q,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-protein-lowsugar-190,Sellex Protein Lowsugar 190,프로틴 (로우슈거),셀렉스,drink,12,https://link.coupang.com/a/e8NPSHgelM,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,sellex-protein-original-190,Sellex Protein Original 190,프로틴 (오리지널),셀렉스,drink,12,https://link.coupang.com/a/e8OlQ1O5cq,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,seoulmilk-protein-energy-choco-240,Seoulmilk Protein Energy Choco 240,프로틴 에너지 (초콜릿),서울우유,drink,21,https://link.coupang.com/a/e8N7MtZVUi,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,solveandgo-protamin-choco-250,Solveandgo Protamin Choco 250,프로타민 (초코맛),솔브앤고,drink,24,https://link.coupang.com/a/e8NZWa76lg,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,solveandgo-protamin-savory-250,Solveandgo Protamin Savory 250,프로타민 (고소한맛),솔브앤고,drink,24,https://link.coupang.com/a/e8NTmX9Em4,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,takefit-max-banana-250,Takefit Max Banana 250,테이크핏 맥스 (바나나),테이크핏,drink,24,https://link.coupang.com/a/e8NwzcXuUu,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,takefit-max-pumpkin-250,Takefit Max Pumpkin 250,테이크핏 맥스 (호박고구마),테이크핏,drink,24,https://link.coupang.com/a/e8NxkHoenQ,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,ultive-protein-chestnut-250,Ultive Protein Chestnut 250,프로틴 (맛밤),얼티브,drink,21,https://link.coupang.com/a/e8M3xdZDu8,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,ultive-protein-pistachio-250,Ultive Protein Pistachio 250,프로틴 (피스타치오맛),얼티브,drink,21,https://link.coupang.com/a/e8M56sF71w,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,ultive-protein-rice-250,Ultive Protein Rice 250,프로틴 (햇반),얼티브,drink,21,https://link.coupang.com/a/e8M5iPJ3wy,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,ultive-protein-royalmilktea-250,Ultive Protein Royalmilktea 250,프로틴 (로얄밀크티향),얼티브,drink,20,https://link.coupang.com/a/e8M6FyYyPI,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,ultive-vegan-protein-banana-250,Ultive Vegan Protein Banana 250,비건 프로틴 (바나나맛),얼티브,drink,21,https://link.coupang.com/a/e8M7yslwDA,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,ultive-vegan-protein-choco-250,Ultive Vegan Protein Choco 250,비건 프로틴 (초코맛),얼티브,drink,21,https://link.coupang.com/a/e8M81wsGUS,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,yonsei-severance-a2-protein-choco-190,Yonsei Severance A2 Protein Choco 190,세브란스 A2 프로틴 (초콜릿),연세유업,drink,12,https://link.coupang.com/a/e8NUiJPU7w,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,yonsei-severance-a2-protein-coffee-190,Yonsei Severance A2 Protein Coffee 190,세브란스 A2 프로틴 (커피),연세유업,drink,12,https://link.coupang.com/a/e8NUXLFF7c,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,yonsei-severance-a2-protein-original-190,Yonsei Severance A2 Protein Original 190,세브란스 A2 프로틴 (오리지널),연세유업,drink,12,https://link.coupang.com/a/e8OcgrgETc,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,allthebetter-proteinshake-banana-latte-45,Allthebetter Proteinshake Banana Latte 45,단백질 쉐이크 (바나나라떼),올더배러,shake,24,https://link.coupang.com/a/fg0BbQBbgH,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,allthebetter-proteinshake-corn-latte-45,Allthebetter Proteinshake Corn Latte 45,단백질 쉐이크 (옥수수라떼),올더배러,shake,24,https://link.coupang.com/a/fg0BJJmVau,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,allthebetter-proteinshake-low-sugar-17grain-misugaru-45,Allthebetter Proteinshake Low Sugar 17grain Misugaru 45,단백질 쉐이크 (저당 17곡 미숫가루),올더배러,shake,24,https://link.coupang.com/a/fg0Crxirts,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,allthebetter-proteinshake-low-sugar-black-soy-milk-45,Allthebetter Proteinshake Low Sugar Black Soy Milk 45,단백질 쉐이크 (저당 검은콩두유),올더배러,shake,24,https://link.coupang.com/a/fg0C2A84LQ,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,allthebetter-proteinshake-low-sugar-chocolate-mousse-45,Allthebetter Proteinshake Low Sugar Chocolate Mousse 45,단백질 쉐이크 (저당 초콜릿무스),올더배러,shake,25,https://link.coupang.com/a/fg0D4qyMTc,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,allthebetter-proteinshake-multi-berry-smoothie-45,Allthebetter Proteinshake Multi Berry Smoothie 45,단백질 쉐이크 (멀티베리스무디),올더배러,shake,24,https://link.coupang.com/a/fg0ADIr4N2,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,baggio-shakeyam-choco-45,Baggio Shakeyam Choco 45,단백질 쉐이크얌 (초코),바지오,shake,21,https://link.coupang.com/a/fg0X4DHlGm,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,baggio-shakeyam-corn-45,Baggio Shakeyam Corn 45,단백질 쉐이크얌 (옥수수),바지오,shake,19,https://link.coupang.com/a/fg0110nXOu,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,baggio-shakeyam-grain-45,Baggio Shakeyam Grain 45,단백질 쉐이크얌 (곡물),바지오,shake,21,https://link.coupang.com/a/fg0YQwO30S,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,baggio-shakeyam-matcha-45,Baggio Shakeyam Matcha 45,단백질 쉐이크얌 (말차),바지오,shake,20,https://link.coupang.com/a/fg0ZyVLFPo,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,baggio-shakeyam-matcha-salted-caramel-45,Baggio Shakeyam Matcha Salted Caramel 45,단백질 쉐이크얌 (말차 솔티드카라멜),바지오,shake,18,https://link.coupang.com/a/fg01oZvIke,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,baggio-shakeyam-matcha-strawberry-latte-45,Baggio Shakeyam Matcha Strawberry Latte 45,단백질 쉐이크얌 (말차 딸기 라떼),바지오,shake,18,https://link.coupang.com/a/fg00CzQUVM,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,baggio-shakeyam-oolong-milk-tea-45,Baggio Shakeyam Oolong Milk Tea 45,단백질 쉐이크얌 (우롱 밀크티),바지오,shake,18,https://link.coupang.com/a/fg02ItN2uy,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,benof-proteinshake-chocolate-cereal-40,Benof Proteinshake Chocolate Cereal 40,단백질 쉐이크 (초콜릿시리얼),베노프,shake,20,https://link.coupang.com/a/fg0H8EgJXM,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,benof-proteinshake-misugaru-cereal-40,Benof Proteinshake Misugaru Cereal 40,단백질 쉐이크 (미숫가루시리얼),베노프,shake,20,https://link.coupang.com/a/fg0zeZqDPU,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,cruntin-proteinshake-choco-is-back-crunchball-50,Cruntin Proteinshake Choco Is Back Crunchball 50,단백질 쉐이크 (초코이즈백 크런치볼),크런틴,shake,21,https://link.coupang.com/a/fg0VRGOhOu,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,cruntin-proteinshake-cornflaky-55,Cruntin Proteinshake Cornflaky 55,단백질 쉐이크 (콘플레이키),크런틴,shake,20.2,https://link.coupang.com/a/fg0WuBg6iO,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,cruntin-proteinshake-matcha-crush-crunchball-50,Cruntin Proteinshake Matcha Crush Crunchball 50,단백질 쉐이크 (말차크러쉬 크런치볼),크런틴,shake,20.2,https://link.coupang.com/a/fg0UithvQi,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,cruntin-proteinshake-ogoknola-50,Cruntin Proteinshake Ogoknola 50,단백질 쉐이크 (오곡놀라),크런틴,shake,20.3,https://link.coupang.com/a/fg0U7LcoVg,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,danbaekhani-proteinshake-choco-40,Danbaekhani Proteinshake Choco 40,단백질 쉐이크 (초코),단백하니,shake,22,https://link.coupang.com/a/fgZRywLx2y,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,danbaekhani-proteinshake-matcha-40,Danbaekhani Proteinshake Matcha 40,단백질 쉐이크 (말차),단백하니,shake,22,https://link.coupang.com/a/fgZYOy9jIi,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,danbaekhani-proteinshake-signature-40,Danbaekhani Proteinshake Signature 40,단백질 쉐이크 (시그니처),단백하니,shake,22,https://link.coupang.com/a/fgZOnjeVTo,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-banana-45,Flymill Proteinshake Banana 45,단백질 쉐이크 (바나나),플라이밀,shake,20.4,https://link.coupang.com/a/fgZPvO8Lg4,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-black-45,Flymill Proteinshake Black 45,단백질 쉐이크 (블랙),플라이밀,shake,22,https://link.coupang.com/a/fg0tbfUNS8,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-brown-45,Flymill Proteinshake Brown 45,단백질 쉐이크 (브라운),플라이밀,shake,20,https://link.coupang.com/a/fg0sn4mMwu,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-choco-45,Flymill Proteinshake Choco 45,단백질 쉐이크 (초코),플라이밀,shake,22,https://link.coupang.com/a/fgZKPZdcoC,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-cookie-cream-45,Flymill Proteinshake Cookie Cream 45,단백질 쉐이크 (쿠키앤크림),플라이밀,shake,20.3,https://link.coupang.com/a/fg0MWQ1hf2,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-corn-cereal-45,Flymill Proteinshake Corn Cereal 45,단백질 쉐이크 (콘시리얼),플라이밀,shake,20,https://link.coupang.com/a/fg0tKH4taK,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-dolce-latte-45,Flymill Proteinshake Dolce Latte 45,단백질 쉐이크 (돌체라떼),플라이밀,shake,20,https://link.coupang.com/a/fg0qTfaFhI,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-goguma-45,Flymill Proteinshake Goguma 45,단백질 쉐이크 (고구마),플라이밀,shake,19,https://link.coupang.com/a/fgZZyAikrA,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-green-45,Flymill Proteinshake Green 45,단백질 쉐이크 (그린),플라이밀,shake,21,https://link.coupang.com/a/fg0qlV8R0m,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-milk-tea-45,Flymill Proteinshake Milk Tea 45,단백질 쉐이크 (밀크티),플라이밀,shake,20,https://link.coupang.com/a/fg0rslbCqi,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-peanut-butter-45,Flymill Proteinshake Peanut Butter 45,단백질 쉐이크 (피넛버터),플라이밀,shake,24,https://link.coupang.com/a/fg0NOSdSKW,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-pistachio-45,Flymill Proteinshake Pistachio 45,단백질 쉐이크 (피스타치오),플라이밀,shake,20.8,https://link.coupang.com/a/fg0OwfAlq0,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,flymill-proteinshake-strawberry-45,Flymill Proteinshake Strawberry 45,단백질 쉐이크 (딸기),플라이밀,shake,19,https://link.coupang.com/a/fgZSGxN5fU,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,fromit-proteinshake-blueberry-greek-yogurt-45,Fromit Proteinshake Blueberry Greek Yogurt 45,단백질 쉐이크 (블루베리그릭요거트),프롬잇,shake,18,https://link.coupang.com/a/fg0SpJPi1c,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,fromit-proteinshake-choco-45,Fromit Proteinshake Choco 45,단백질 쉐이크 (초코),프롬잇,shake,22,https://link.coupang.com/a/fg0TCQqNRA,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,fromit-proteinshake-grain-black-sesame-45,Fromit Proteinshake Grain Black Sesame 45,단백질 쉐이크 (곡물흑임자),프롬잇,shake,21,https://link.coupang.com/a/fg0S0oBXJ6,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,35,hyindam-ttukttak-shake-choco-protein-60,Hyindam Ttukttak Shake Choco Protein 60,뚝딱쉐이크 (초코프로틴),혜인담,shake,20.7,https://link.coupang.com/a/fg0Fy0UMlU,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
