priority_tier,priority_score,product_id,product_slug_label,product_name,brand,category,protein_g,current_url,new_proteinlab_url,affiliate_link_id,channel_id,status,priority_reason,recommended_action,notes
P2,61,who-greek-plain-450,Who Greek Plain 450,후디스 그릭요거트 플레인 450g,후디스,yogurt,27,https://www.coupang.com/vp/products/168835912?itemId=10546415459&vendorItemId=77827885881&pickType=COU_PICK&q=후디스%20그릭요거트%20플레인%20450g&searchId=8a4c04863895078&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvcukn,,,proteinlab,PENDING,has_existing_coupang_url;ultra_high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,61,who-highprotein-greek-unsweetened-400,Who Highprotein Greek Unsweetened 400,후디스 고단백 무가당 그릭요거트 400g,후디스,yogurt,40,https://www.coupang.com/vp/products/8566052890?itemId=25438448255&vendorItemId=93564298776&q=%ED%9B%84%EB%94%94%EC%8A%A4+%EA%B3%A0%EB%8B%A8%EB%B0%B1+%EB%AC%B4%EA%B0%80%EB%8B%B9+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+400g&searchId=5d0cbc644723772&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvfarw,,,proteinlab,PENDING,has_existing_coupang_url;ultra_high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,61,who-organic-greek-plain-480,Who Organic Greek Plain 480,후디스 유기농 그릭요거트 플레인 480g,후디스,yogurt,28.8,https://www.coupang.com/vp/products/4996524796?itemId=6671892225&vendorItemId=73965622624&pickType=COU_PICK&q=%ED%9B%84%EB%94%94%EC%8A%A4+%EC%9C%A0%EA%B8%B0%EB%86%8D+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%ED%94%8C%EB%A0%88%EC%9D%B8+480g&searchId=d1e4709b9159719&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mnpsesqj,,,proteinlab,PENDING,has_existing_coupang_url;ultra_high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,61,who-organic-greek-unsweetened-450,Who Organic Greek Unsweetened 450,후디스 유기농 그릭요거트 달지않은 플레인 450g,후디스,yogurt,27,https://www.coupang.com/vp/products/8239274980?itemId=23712766463&vendorItemId=90737719026&pickType=COU_PICK&q=%ED%9B%84%EB%94%94%EC%8A%A4+%EC%9C%A0%EA%B8%B0%EB%86%8D+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EB%8B%AC%EC%A7%80%EC%95%8A%EC%9D%80+%ED%94%8C%EB%A0%88%EC%9D%B8+450g&searchId=f20b61894626637&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvp4z3,,,proteinlab,PENDING,has_existing_coupang_url;ultra_high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,61,yoplait-protein-max-210,Yoplait Protein Max 210,요플레 프로틴 MAX 210mL,요플레,yogurt,23,https://www.coupang.com/vp/products/7842498830?itemId=21353027936&vendorItemId=88410649081&q=%EC%9A%94%ED%94%8C%EB%A0%88+%ED%94%84%EB%A1%9C%ED%8B%B4+MAX+210mL&searchId=285cf54f4478679&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvby76,,,proteinlab,PENDING,has_existing_coupang_url;ultra_high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,61,yozm-plain-greek-450,Yozm Plain Greek 450,YOZM 플레인 그릭요거트 450g,YOZM,yogurt,54,https://www.coupang.com/vp/products/7706219199?itemId=24373954690&vendorItemId=92227982679&q=YOZM+%ED%94%8C%EB%A0%88%EC%9D%B8+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+450g&searchId=34022daa1841646&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvfjad,,,proteinlab,PENDING,has_existing_coupang_url;ultra_high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,61,yozm-plain-greek-800,Yozm Plain Greek 800,YOZM 플레인 그릭요거트 800g,YOZM,yogurt,96,https://www.coupang.com/vp/products/331527359?itemId=12492311650&vendorItemId=79760989358&pickType=COU_PICK&q=YOZM+%ED%94%8C%EB%A0%88%EC%9D%B8+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+800g&searchId=6d32ffe94537647&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvft1b,,,proteinlab,PENDING,has_existing_coupang_url;ultra_high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,61,yozm-soft-plain-500,Yozm Soft Plain 500,YOZM 소프트 플레인 500g,YOZM,yogurt,35,https://www.coupang.com/vp/products/6919832216?itemId=16705889169&vendorItemId=83888331357&pickType=COU_PICK&q=YOZM+%EC%86%8C%ED%94%84%ED%8A%B8+%ED%94%8C%EB%A0%88%EC%9D%B8+500g&searchId=aa540046995725&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvg28a,,,proteinlab,PENDING,has_existing_coupang_url;ultra_high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,danbaek-water-apple-400,Danbaek Water Apple 400,더단백 워터 프로틴 (청사과),더단백,drink,25,https://link.coupang.com/a/e8MTsQ0m04,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,danbaek-water-grapefruit-400,Danbaek Water Grapefruit 400,더단백 워터 프로틴 (백자몽),더단백,drink,25,https://link.coupang.com/a/e8Onj7R6FE,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,hamsoa-minions-proteinact-choco-330,Hamsoa Minions Proteinact Choco 330,미니언즈 프로틴액트 (초콜릿),함소아제약,drink,30,https://link.coupang.com/a/e8OgPckiOc,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,hymune-balance-active-darkchoco-330,Hymune Balance Active Darkchoco 330,프로틴 밸런스 액티브 (다크초코),하이뮨,drink,31,https://link.coupang.com/a/e8MZdFDFvg,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-banana-350,Labnosh Protein Banana 350,프로틴 드링크 (바나나),랩노쉬,drink,25,https://link.coupang.com/a/e8OcVmEF6i,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-cacao-350,Labnosh Protein Cacao 350,프로틴 드링크 (카카오),랩노쉬,drink,27,https://link.coupang.com/a/e8N9r5TH4K,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-cookie-cream-350,Labnosh Protein Cookie Cream 350,프로틴 드링크 (쿠키앤크림),랩노쉬,drink,27,https://link.coupang.com/a/e8OdrSzRSu,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-latte-350,Labnosh Protein Latte 350,프로틴 드링크 (라떼),랩노쉬,drink,27,https://link.coupang.com/a/e8N22hmvMO,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-melon-350,Labnosh Protein Melon 350,프로틴 드링크 (메론),랩노쉬,drink,27,https://www.coupang.com/vp/products/7977620460?itemId=22122632755&vendorItemId=90043603950&q=프로틴%20프로틴%20드링크%20(메론)&searchId=6e5e3ccf3398578&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mmybdfxa,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-perfect-banana-350,Labnosh Protein Perfect Banana 350,프로틴 드링크 퍼펙트 (바나나),랩노쉬,drink,27,https://link.coupang.com/a/e8Ofu8wiqW,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-perfect-choco-350,Labnosh Protein Perfect Choco 350,프로틴 드링크 퍼펙트 (초코),랩노쉬,drink,27,https://link.coupang.com/a/e8Oe0kbS2K,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-perfect-cookie-cream-350,Labnosh Protein Perfect Cookie Cream 350,프로틴 드링크 퍼펙트 (쿠키앤크림),랩노쉬,drink,27,https://link.coupang.com/a/e8OoVi1N9M,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-perfect-grain-350,Labnosh Protein Perfect Grain 350,프로틴 드링크 퍼펙트 (그레인),랩노쉬,drink,27,https://link.coupang.com/a/e8OerXAKIu,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,labnosh-protein-strawberry-350,Labnosh Protein Strawberry 350,프로틴 드링크 (스트로베리),랩노쉬,drink,27,https://www.coupang.com/vp/products/9425699091?itemId=28018418017&vendorItemId=94975681252,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,newcare-all-protein-banana-245,Newcare All Protein Banana 245,올프로틴 (바나나),뉴케어,drink,25,https://link.coupang.com/a/e8MLDK6g1c,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,newcare-all-protein-savory-245,Newcare All Protein Savory 245,올프로틴 (고소한맛),뉴케어,drink,25,https://link.coupang.com/a/e8MPMNp7tc,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,takefit-pro-flatpeach-500,Takefit Pro Flatpeach 500,테이크핏 프로 (납작복숭아맛),테이크핏,drink,25,https://link.coupang.com/a/e8Nkjk3Tky,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,takefit-pro-lemon-500,Takefit Pro Lemon 500,테이크핏 프로 (레몬맛),테이크핏,drink,25,https://link.coupang.com/a/e8Ni86qS2C,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,52,takefit-pro-shinemuscato-500,Takefit Pro Shinemuscato 500,테이크핏 프로 (샤인머스캣맛),테이크핏,drink,25,https://link.coupang.com/a/e8Nk5zvlmK,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,myprotein-protein-wafer-42,Myprotein Protein Wafer 42,프로틴 와퍼,마이프로틴,bar,15,https://link.coupang.com/a/fg2FwFnOKG,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,ondanbaek-protein-bar-apple-cranberry-50,Ondanbaek Protein Bar Apple Cranberry 50,프로틴바 (애플크랜베리),온단백,bar,15,https://www.coupang.com/vp/products/9004312871?itemId=26388106664&vendorItemId=93364470969&q=%EC%98%A8%EB%8B%A8%EB%B0%B1+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%28%EC%95%A0%ED%94%8C%ED%81%AC%EB%9E%9C%EB%B2%A0%EB%A6%AC%29&searchId=57088303446478&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyluhz1,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,ondanbaek-protein-bar-chocolate-fudge-50,Ondanbaek Protein Bar Chocolate Fudge 50,프로틴바 (초콜릿퍼지),온단백,bar,15,https://www.coupang.com/vp/products/9004389967?itemId=26388520629&vendorItemId=93364878631&q=%EC%98%A8%EB%8B%A8%EB%B0%B1+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%28%EC%B4%88%EC%BD%9C%EB%A0%9B%ED%8D%BC%EC%A7%80%29&searchId=04036658951213&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyluv1y,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,oneuldanbaek-milkchoco-caramel-bar-48,Oneuldanbaek Milkchoco Caramel Bar 48,밀크초코 카라멜 바,오늘단백,bar,16,https://link.coupang.com/a/fg2l1yzC8W,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,oneuldanbaek-milkchoco-cheesecake-bar-48,Oneuldanbaek Milkchoco Cheesecake Bar 48,밀크초코 치즈케이크 바,오늘단백,bar,16,https://link.coupang.com/a/fg2luAbzlB,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,oneuldanbaek-milkchoco-pistachio-bar-48,Oneuldanbaek Milkchoco Pistachio Bar 48,밀크초코 피스타치오 바,오늘단백,bar,16,https://link.coupang.com/a/fg2mRMldv2,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,oneuldanbaek-milkchoco-strawberry-bar-48,Oneuldanbaek Milkchoco Strawberry Bar 48,밀크초코 스트로베리 바,오늘단백,bar,16,https://link.coupang.com/a/fg2kIuOQPQ,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,post-proteinbar,Post Proteinbar,단백질바,포스트,bar,16,https://link.coupang.com/a/fg12TVZwyG,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,proteinbangatgan-harudanbaekbar-blacksesame,Proteinbangatgan Harudanbaekbar Blacksesame,하루단백바 (흑임자),프로틴방앗간,bar,15,https://link.coupang.com/a/fg13A7upps,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,quest-nutrition-protein-bar-oatmeal-chocolate-chip-60,Quest Nutrition Protein Bar Oatmeal Chocolate Chip 60,단백질바 (오트밀 초콜릿 칩),퀘스트 뉴트리션,bar,18,https://link.coupang.com/a/fg1WPtlsVE,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,thedanbaek-crunchbar-choco,Thedanbaek Crunchbar Choco,크런치바 (초코),더단백,bar,15,https://link.coupang.com/a/fg18UVoms0,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,thedanbaek-crunchbar-peanutbutter,Thedanbaek Crunchbar Peanutbutter,크런치바 (피넛버터),더단백,bar,15,https://link.coupang.com/a/fg2aVNVstg,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,48,thedanbaek-mildbar-almondcookie,Thedanbaek Mildbar Almondcookie,마일드바 (아몬드쿠키),더단백,bar,15,https://link.coupang.com/a/fg2b6dldHE,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,lookt-icelandic-thick-100,Lookt Icelandic Thick 100,룩트 아이슬란딕 요거트 띠크 100g,룩트,yogurt,12,https://www.coupang.com/vp/products/6168224572?itemId=12021463814&vendorItemId=79293779405&pickType=COU_PICK&q=룩트%20아이슬란딕%20요거트%20띠크%20100g&searchId=a30493bd2581833&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyvpqeq,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yoplait-protein-plain-210,Yoplait Protein Plain 210,요플레 프로틴 드링크 플레인 210mL,요플레,yogurt,15,https://www.coupang.com/vp/products/4542348097?itemId=22950129834&vendorItemId=94053885418&q=요플레%20프로틴%20드링크%20플레인%20210mL&searchId=eaa9785a4500454&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvb8kb,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yoplait-protein-strawberry-banana-210,Yoplait Protein Strawberry Banana 210,요플레 프로틴 드링크 딸기바나나 210mL,요플레,yogurt,17,https://www.coupang.com/vp/products/7828219997?itemId=13592033192&vendorItemId=82196265119&q=%EC%9A%94%ED%94%8C%EB%A0%88+%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%93%9C%EB%A7%81%ED%81%AC+%EB%94%B8%EA%B8%B0%EB%B0%94%EB%82%98%EB%82%98+210mL&searchId=c9349e124494544&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvbi49,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yopro-blueberry-150,Yopro Blueberry 150,요프로 프로틴 블루베리 요거트 150g,요프로,yogurt,13.5,https://www.coupang.com/vp/products/9181041541?itemId=27135693609&vendorItemId=94103639306&pickType=COU_PICK&q=%EC%9A%94%ED%94%84%EB%A1%9C+%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%B8%94%EB%A3%A8%EB%B2%A0%EB%A6%AC+%EC%9A%94%EA%B1%B0%ED%8A%B8+150g&searchId=20e63bca1784784&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyv9mse,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yopro-plain-150,Yopro Plain 150,요프로 프로틴 설탕무첨가 플레인 요거트 150g,요프로,yogurt,15,https://www.coupang.com/vp/products/9181041542?itemId=27135694124&vendorItemId=94103639497&q=%EC%9A%94%ED%94%84%EB%A1%9C+%ED%94%84%EB%A1%9C%ED%8B%B4+%EC%84%A4%ED%83%95%EB%AC%B4%EC%B2%A8%EA%B0%80+%ED%94%8C%EB%A0%88%EC%9D%B8+%EC%9A%94%EA%B1%B0%ED%8A%B8+150g&searchId=2f1296fb4474231&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyv95bv,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yozm-apple-cinnamon-130,Yozm Apple Cinnamon 130,YOZM 그릭요거트 애플시나몬 130g,YOZM,yogurt,13,https://www.coupang.com/vp/products/8744851239?itemId=27391192182&vendorItemId=94356984474&q=YOZM+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EC%95%A0%ED%94%8C%EC%8B%9C%EB%82%98%EB%AA%AC+130g&searchId=a54abd522441953&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mn8nk6lt,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yozm-blueberry-compote-130,Yozm Blueberry Compote 130,YOZM 그릭요거트 블루베리 콩포트 130g,YOZM,yogurt,13,https://www.coupang.com/vp/products/6941706301?itemId=19225634254&vendorItemId=86342275913&pickType=COU_PICK&q=YOZM+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EB%B8%94%EB%A3%A8%EB%B2%A0%EB%A6%AC+%EC%BD%A9%ED%8F%AC%ED%8A%B8+130g&searchId=f74254b91700330&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mn8nji0o,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yozm-cacao-granola-120,Yozm Cacao Granola 120,YOZM 그릭요거트 카카오 그래놀라 120g,YOZM,yogurt,15,https://www.coupang.com/vp/products/6919833096?itemId=19233868128&vendorItemId=86350321522&q=YOZM+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EC%B4%88%EC%BD%94+%ED%81%AC%EB%9E%98%EB%86%80%EB%9D%BC+120g&searchId=d66fe5352431002&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mn8nkfc5,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yozm-cafe-latte-100,Yozm Cafe Latte 100,YOZM 그릭요거트 카페라떼 100g,YOZM,yogurt,12,https://www.coupang.com/vp/products/9155961457?itemId=26964737551&vendorItemId=93933686886&q=YOZM+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EC%B9%B4%ED%8E%98%EB%9D%BC%EB%96%BC+100g&searchId=0ac988482433245&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mn8nl290,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yozm-low-sugar-matcha-100,Yozm Low Sugar Matcha 100,YOZM 저당 그릭요거트 말차 100g,YOZM,yogurt,13,https://www.coupang.com/vp/products/9150768333?itemId=27003096941&vendorItemId=93971799675&pickType=COU_PICK&q=YOZM%20저당%20그릭요거트%20말차%20100g&searchId=0ebe94ef2461572&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mn8nm0lw,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yozm-oh-granola-low-sugar-115,Yozm Oh Granola Low Sugar 115,YOZM 오! 그래놀라 저당 그릭요거트 115g,YOZM,yogurt,14,https://www.coupang.com/vp/products/9071774255?itemId=26642437310&vendorItemId=93625442795&q=YOZM%20%EC%98%A4!%20%EA%B7%B8%EB%9E%98%EB%86%80%EB%9D%BC%20%EC%A0%80%EB%8B%B9%20%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8%20115g&searchId=891fa8ac2438545&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mn8nlqkl,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P2,46,yozm-strawberry-compote-130,Yozm Strawberry Compote 130,YOZM 그릭요거트 스트로베리 콩포트 130g,YOZM,yogurt,13,https://www.coupang.com/vp/products/9449131609?itemId=28108889931&vendorItemId=95064910245&q=YOZM+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EC%8A%A4%ED%8A%B8%EB%A1%9C%EB%B2%A0%EB%A6%AC+%EC%BD%A9%ED%8F%AC%ED%8A%B8+130g&searchId=89c7f8381254599&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mn8njth1,,,proteinlab,PENDING,has_existing_coupang_url;high_protein,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,calobye-perfect-powershake-choco-250,Calobye Perfect Powershake Choco 250,퍼펙트 파워쉐이크 (초코맛),칼로바이,drink,20,https://link.coupang.com/a/e8Of4ixslg,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,calobye-perfect-powershake-strawberry-250,Calobye Perfect Powershake Strawberry 250,퍼펙트 파워쉐이크 (딸기맛),칼로바이,drink,20,https://link.coupang.com/a/e8ObH2oJwq,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,calobye-sparkling-grape-340,Calobye Sparkling Grape 340,프로틴 스파클링 (포도),칼로바이,drink,18,https://link.coupang.com/a/e8Ng7euJa0,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,calobye-sparkling-pinkgrapefruit-340,Calobye Sparkling Pinkgrapefruit 340,프로틴 스파클링 (핑크자몽),칼로바이,drink,18,https://link.coupang.com/a/e8NiwzgGZg,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-balance-original-190,Danbaek Balance Original 190,더단백 밸런스 (오리지널),더단백,drink,10,https://link.coupang.com/a/e8NJCn0h5M,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-drink-banana-250,Danbaek Drink Banana 250,더단백 드링크 (바나나),더단백,drink,20,https://link.coupang.com/a/e8Ns5uFrgG,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-drink-caramel-250,Danbaek Drink Caramel 250,더단백 드링크 (카라멜),더단백,drink,20,https://link.coupang.com/a/e8NHwDyU6S,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-drink-chocolate-250,Danbaek Drink Chocolate 250,더단백 드링크 (초콜릿),더단백,drink,20,https://link.coupang.com/a/e8ND9sDGrk,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-drink-coffee-250,Danbaek Drink Coffee 250,더단백 드링크 (커피),더단백,drink,20,https://link.coupang.com/a/e8MQn8PKHA,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-drink-melon-250,Danbaek Drink Melon 250,더단백 드링크 (멜론),더단백,drink,20,https://link.coupang.com/a/e8NEUjR8JE,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-drink-milktea-250,Danbaek Drink Milktea 250,더단백 드링크 (밀크티),더단백,drink,20,https://link.coupang.com/a/e8NtIaGllQ,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-drink-mintchoco-250,Danbaek Drink Mintchoco 250,더단백 드링크 (민트초코),더단백,drink,20,https://link.coupang.com/a/e8NIaXb6iG,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-drink-strawberry-250,Danbaek Drink Strawberry 250,더단백 드링크 (딸기),더단백,drink,20,https://link.coupang.com/a/e8Nuhh7aGi,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,danbaek-water-peach-250,Danbaek Water Peach 250,더단백 워터 프로틴 (복숭아),더단백,drink,12,https://link.coupang.com/a/e8MWnNZ4yy,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,dryou-protein-drink-banana-250,Dryou Protein Drink Banana 250,프로 단백질 드링크 (바나나),닥터유,drink,24,https://link.coupang.com/a/e8NRVkh6jI,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
P3,37,dryou-protein-drink-choco-250,Dryou Protein Drink Choco 250,프로 단백질 드링크 (초콜릿),닥터유,drink,24,https://link.coupang.com/a/e8NGVr8vS0,,,proteinlab,PENDING,has_existing_coupang_url,Issue a new ProteinLab-only Coupang Partners link and paste it here.,
