category,categoryLabel,source,No,slug,productName,brand,protein,calories,sugar,currentCoupangUrl,newCoupangUrl,currentNaverUrl,newNaverUrl,currentOfficialUrl,newOfficialUrl,status,memo
drink,RTD drink,link-template,1,newcare-all-protein-choco-245,올프로틴 (초콜릿),뉴케어,25,135,0,https://www.coupang.com/vp/products/8391141735?itemId=24971392807&searchId=16aa1b389af34a27b66719ea35c7ed8e&sourceType=brandstore_sdp_atf_topbadge-carousel&storeId=843&subSourceType=brandstore_sdp_atf_topbadge-carousel&vendorId=A00176728&vendorItemId=91994723764,,https://search.shopping.naver.com/search/all?query=%EB%89%B4%EC%BC%80%EC%96%B4%20%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%B4%88%EC%BD%94%EB%A7%9B%20245%20mL%2024%ED%8C%A9%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EC%9D%8C%EB%A3%8C&prevQuery=%5B%EB%8B%A8%EB%B0%B1%EC%A7%88%2025g%5D%20%EB%89%B4%EC%BC%80%EC%96%B4%20%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%B4%88%EC%BD%94%EB%A7%9B%20245%20mL%2024%ED%8C%A9%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EC%9D%8C%EB%A3%8C&vertical=search,,https://www.wellife.co.kr/categories/index/101003000000,,,
drink,RTD drink,link-template,2,newcare-all-protein-banana-245,올프로틴 (바나나),뉴케어,25,135,0,https://www.coupang.com/vp/products/8391213192?itemId=24256029913&searchId=16aa1b389af34a27b66719ea35c7ed8e&sourceType=brandstore_sdp_atf_topbadge-carousel&storeId=843&subSourceType=brandstore_sdp_atf_topbadge-carousel&vendorId=A00176728&vendorItemId=91994723751,,https://search.shopping.naver.com/search/all?query=%EB%89%B4%EC%BC%80%EC%96%B4%20%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%2025g%20%EB%B0%94%EB%82%98%EB%82%98&prevQuery=%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%2025g%20%EB%B0%94%EB%82%98%EB%82%98&vertical=search,,https://www.wellife.co.kr/categories/index/101003000000,,,
drink,RTD drink,link-template,3,newcare-all-protein-savory-245,올프로틴 (고소한맛),뉴케어,25,135,0,https://www.coupang.com/vp/products/8391180879?itemId=24963749598&searchId=16aa1b389af34a27b66719ea35c7ed8e&sourceType=brandstore_sdp_atf_topbadge-carousel&storeId=843&subSourceType=brandstore_sdp_atf_topbadge-carousel&vendorId=A00176728&vendorItemId=91994723799,,https://search.shopping.naver.com/search/all?query=%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%2025g%20%EA%B3%A0%EC%86%8C%ED%95%9C%EB%A7%9B&prevQuery=%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%9B%8C%ED%84%B0%20(%EC%82%AC%EA%B3%BC)&vertical=search,,https://www.wellife.co.kr/categories/index/101003000000,,,
drink,RTD drink,link-template,4,newcare-all-protein-plant-savory-250,올프로틴 식물성단백질 (고소한맛),뉴케어,20,130,0,https://www.coupang.com/vp/products/9413959502?itemId=27972525769&searchId=62edbe7d2b4548b395c751a4e74230a4&sourceType=brandstore_sdp_atf_topbadge-carousel&storeId=843&subSourceType=brandstore_sdp_atf_topbadge-carousel&vendorId=A00176728&vendorItemId=94930425876,,https://search.shopping.naver.com/search/all?query=%EB%89%B4%EC%BC%80%EC%96%B4%20%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%8B%9D%EB%AC%BC%EC%84%B1%EB%8B%A8%EB%B0%B1%EC%A7%8820g%20%EA%B3%A0%EC%86%8C%ED%95%9C%EB%A7%9B%20250ml%2024%EC%9E%85%201BOX&prevQuery=%EB%89%B4%EC%BC%80%EC%96%B4%20%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%8B%9D%EB%AC%BC%EC%84%B1%EB%8B%A8%EB%B0%B1%EC%A7%88%20(%EA%B3%A0%EC%86%8C%ED%95%9C%EB%A7%9B)&vertical=search,,https://www.wellife.co.kr/categories/index/101003000000,,,
drink,RTD drink,link-template,5,danbaek-drink-coffee-250,더단백 드링크 (커피),더단백,20,110,0,https://www.coupang.com/vp/products/7411107327?itemId=19202399565&searchId=820400aef6f542c0960ee8fa489b92d6&sourceType=brandstore_sdp_atf_topbadge-carousel&storeId=113103&subSourceType=brandstore_sdp_atf_topbadge-carousel&vendorId=A00003172&vendorItemId=81135143112,,https://search.shopping.naver.com/search/all?query=%EB%8D%94%EB%8B%A8%EB%B0%B1%20%EB%93%9C%EB%A7%81%ED%81%AC%20(%EC%BB%A4%ED%94%BC)&prevQuery=%EB%8D%94%EB%8B%A8%EB%B0%B1%20%EB%93%9C%EB%A7%81%ED%81%AC%20(%EB%8B%A4%ED%81%AC%EC%B4%88%EC%BD%94)&vertical=search,,https://brand.naver.com/binggrae/category/54e40c847f15417fae9351c9478ee909?cp=1,,,
drink,RTD drink,link-template,6,sellex-profit-milk-vanilla-250,프로핏 (밀크 바닐라),셀렉스,20,105,0,https://www.coupang.com/vp/products/8415619462?itemId=25281895756&searchId=786877fd77d1411392ae76a2abd7a027&sourceType=brandstore_sdp_atf_topbadge-products&storeId=1235&subSourceType=brandstore_sdp_atf_topbadge-products&vendorId=A00575434&vendorItemId=86983543109,,https://search.shopping.naver.com/search/all?query=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20(%EB%B0%80%ED%81%AC%20%EB%B0%94%EB%8B%90%EB%9D%BC)&prevQuery=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20(%EB%AA%A8%EC%B9%B4%20%EC%B4%88%EC%BD%9C%EB%A6%BF)&vertical=search,,https://brand.naver.com/selex/category/85709825a6ff41b7bfdb4b6dbd205dd0?cp=1,,,
drink,RTD drink,link-template,7,sellex-profit-mocha-chocolate-250,프로핏 (모카 초콜릿),셀렉스,20,105,0,https://www.coupang.com/vp/products/7553257510?itemId=19883077375&searchId=786877fd77d1411392ae76a2abd7a027&sourceType=brandstore_sdp_atf_topbadge-products&storeId=1235&subSourceType=brandstore_sdp_atf_topbadge-products&vendorId=A00575434&vendorItemId=86983543096,,https://search.shopping.naver.com/search/all?query=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20(%EB%AA%A8%EC%B9%B4%20%EC%B4%88%EC%BD%9C%EB%A6%BF)&prevQuery=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%9B%A8%EC%9D%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B3%B5%EC%88%AD%EC%95%84%20%EC%95%84%EC%9D%B4%EC%8A%A4%ED%8B%B0&vertical=search,,https://brand.naver.com/selex/category/85709825a6ff41b7bfdb4b6dbd205dd0?cp=1,,,
drink,RTD drink,link-template,8,sellex-profit-banana-250,프로핏 (바나나),셀렉스,20,135,0,https://www.coupang.com/vp/products/8397547499?itemId=27535194707&vendorItemId=94499748277&q=%EC%85%80%EB%A0%89%EC%8A%A4+%ED%94%84%EB%A1%9C%ED%95%8F+%28%EB%B0%94%EB%82%98%EB%82%98%29&searchId=7f2d1d6d7659167&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyb2k0y,,https://search.shopping.naver.com/search/all?query=%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EB%B0%94%EB%82%98%EB%82%98%20%EC%A0%9C%EB%A1%9C%EC%8A%88%EA%B0%80%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EC%9D%8C%EB%A3%8C&prevQuery=%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EB%B0%94%EB%82%98%EB%82%98%20%EC%A0%9C%EB%A1%9C%EC%8A%88%EA%B0%80%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EC%9D%8C%EB%A3%8C%20250ml%20x%209%EA%B0%9C&vertical=search,,https://brand.naver.com/selex/category/85709825a6ff41b7bfdb4b6dbd205dd0?cp=1,,,
drink,RTD drink,link-template,9,danbaek-water-apple-400,더단백 워터 프로틴 (청사과),더단백,25,100,0,https://www.coupang.com/vp/products/8687843224?itemId=25273311624&vendorItemId=92268990800,,https://search.shopping.naver.com/search/all?query=%EB%B9%99%EA%B7%B8%EB%A0%88%20%EB%8D%94%EB%8B%A8%EB%B0%B1%20%EC%9B%8C%ED%84%B0%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%B2%AD%EC%82%AC%EA%B3%BC%20%2C%20400ml%2C%2024%EA%B0%9C&prevQuery=%EB%8D%94%EB%8B%A8%EB%B0%B1%20%EC%9B%8C%ED%84%B0%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%B2%AD%EC%82%AC%EA%B3%BC)&vertical=search,,https://brand.naver.com/binggrae/category/54e40c847f15417fae9351c9478ee909?cp=1,,,
drink,RTD drink,link-template,10,hymune-balance-active-milkshake-deepchoco-250,프로틴 밸런스 액티브 (밀크쉐이크),하이뮨,20,104,0,https://www.coupang.com/vp/products/8763434526?itemId=25609711976&vendorItemId=94052440114&pickType=COU_PICK&sourceType=srp_product_ads&clickEventId=3a5ecbc0-240a-11f1-b23d-6b7b6ec3d0cb&korePlacement=15&koreSubPlacement=1&clickEventId=3a5ecbc0-240a-11f1-b23d-6b7b6ec3d0cb&korePlacement=15&koreSubPlacement=1&traceId=mmybm5y3,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%B0%80%ED%81%AC%EC%89%90%EC%9D%B4%ED%81%AC)&prevQuery=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%B0%A4%ED%8B%B0%EB%9D%BC%EB%AF%B8%EC%88%98)&vertical=search,,https://brand.naver.com/ildongfoodis/category/ca3a89b53d1f4aa3bce7f3b70bb97f31?cp=1,,,
drink,RTD drink,link-template,11,danbaek-water-peach-250,더단백 워터 프로틴 (복숭아),더단백,12,55,0,https://www.coupang.com/vp/products/8710022731?itemId=25295108345&vendorItemId=92290454472&pickType=COU_PICK&q=%EB%8D%94%EB%8B%A8%EB%B0%B1%20%EC%9B%8C%ED%84%B0%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%B3%B5%EC%88%AD%EC%95%84)&searchId=a9e20e252454241&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmybr7a7,,https://search.shopping.naver.com/search/all?query=%EB%8D%94%EB%8B%A8%EB%B0%B1%20%EC%9B%8C%ED%84%B0%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%B3%B5%EC%88%AD%EC%95%84)&prevQuery=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%20%EB%93%9C%EB%A7%81%ED%81%AC%2040g%20%EC%B4%88%EC%BD%94%2C%20350ml%2C%2020%EA%B0%9C&vertical=search,,https://brand.naver.com/binggrae/category/54e40c847f15417fae9351c9478ee909?cp=1,,,
drink,RTD drink,link-template,12,hymune-balance-active-deepchoco-250,프로틴 밸런스 액티브 (딥초코),하이뮨,20,104,0,https://www.coupang.com/vp/products/8771703129?itemId=25937278398&vendorItemId=92920594480&pickType=COU_PICK&q=%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%B0%B8%EB%9F%B0%EC%8A%A4+%EC%95%A1%ED%8B%B0%EB%B8%8C+%28%EB%94%A5%EC%B4%88%EC%BD%94%29&searchId=7102a9e14754316&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmybmrld,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20%EB%94%A5%EC%B4%88%EC%BD%94%20%EC%A0%9C%EB%A1%9C%20250ml%2018%EA%B0%9C&prevQuery=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%94%A5%EC%B4%88%EC%BD%94)%20%EC%A0%9C%EB%A1%9C&vertical=search,,https://brand.naver.com/ildongfoodis/category/ca3a89b53d1f4aa3bce7f3b70bb97f31?cp=1,,,
drink,RTD drink,link-template,13,mymil-furotein-choco-250,퓨로틴 (초코맛),마이밀,20,130,0,https://www.coupang.com/vp/products/7485430091?itemId=19747782140&searchId=55e9e90db5c64461aff14d847aed9fbe&sourceType=brandstore_sdp_atf_topbadge-carousel&storeId=843&subSourceType=brandstore_sdp_atf_topbadge-carousel&vendorId=A00176728&vendorItemId=86851343931,,https://search.shopping.naver.com/search/all?query=%EB%A7%88%EC%9D%B4%EB%B0%80%20%ED%93%A8%EB%A1%9C%ED%8B%B4%20(%EC%B4%88%EC%BD%94%EB%A7%9B)&prevQuery=%EB%A7%88%EC%9D%B4%EB%B0%80%20%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%B0%94%EB%82%98%EB%82%98)&vertical=search,,https://www.wellife.co.kr/categories/index/102000000000,,,
drink,RTD drink,link-template,14,mymil-furotein-gosohan-250,퓨로틴 (고소한맛),마이밀,20,130,0,,,,,,,,
drink,RTD drink,link-template,15,mymil-furotein-goguma-250,퓨로틴 (고구마맛),마이밀,20,130,0,,,,,,,,
drink,RTD drink,link-template,16,ultive-protein-chestnut-250,프로틴 (맛밤),얼티브,21,115,0,https://www.coupang.com/vp/products/8005946804?itemId=24153496784&vendorItemId=91172179538&q=얼티브%20프로틴%20(맛밤)&searchId=39706cdb6779340&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyaotxk,,https://search.shopping.naver.com/search/all?query=%EC%96%BC%ED%8B%B0%EB%B8%8C%20%EB%B0%A4%EB%A7%9B&prevQuery=%EC%96%BC%ED%8B%B0%EB%B8%8C%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%A7%9B%EB%B0%A4)&vertical=search,,https://www.cjthemarket.com/pc/search?beforeAction=%2Fpc%2Fsearch%3Fwid1%3Dgnb_search&sort=RANK&collection=ALL&range=A&searchAction=D&query=%EC%96%BC%ED%8B%B0%EB%B8%8C,,,
drink,RTD drink,link-template,17,ultive-protein-rice-250,프로틴 (햇반),얼티브,21,110,0,https://www.coupang.com/vp/products/7991437936?itemId=22393032584&vendorItemId=91176568518&pickType=COU_PICK&q=%EC%96%BC%ED%8B%B0%EB%B8%8C+%ED%94%84%EB%A1%9C%ED%8B%B4+%28%ED%96%87%EB%B0%98%29&searchId=94fd22017590122&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyan28i,,https://search.shopping.naver.com/search/all?query=%EC%96%BC%ED%8B%B0%EB%B8%8C%ED%94%84%EB%A1%9C%ED%8B%B4%20(%ED%96%87%EB%B0%98)&prevQuery=%EC%96%BC%ED%8B%B0%EB%B8%8C%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%A1%9C%EC%96%84%EB%B0%80%ED%81%AC%ED%8B%B0%ED%96%A5)&vertical=search,,https://www.cjthemarket.com/pc/search?beforeAction=%2Fpc%2Fsearch%3Fwid1%3Dgnb_search&sort=RANK&collection=ALL&range=A&searchAction=D&query=%EC%96%BC%ED%8B%B0%EB%B8%8C,,,
drink,RTD drink,link-template,18,ultive-protein-pistachio-250,프로틴 (피스타치오맛),얼티브,21,115,0,https://www.coupang.com/vp/products/9033900314?itemId=26500309574&vendorItemId=93475066059&pickType=COU_PICK&q=%EC%96%BC%ED%8B%B0%EB%B8%8C+%ED%94%84%EB%A1%9C%ED%8B%B4+%28%ED%94%BC%EC%8A%A4%ED%83%80%EC%B9%98%EC%98%A4%29&searchId=41ebc6e07488036&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyao5nw,,https://search.shopping.naver.com/search/all?query=%EC%96%BC%ED%8B%B0%EB%B8%8C%ED%94%84%EB%A1%9C%ED%8B%B4%20(%ED%94%BC%EC%8A%A4%ED%83%80%EC%B9%98%EC%98%A4)&prevQuery=%EC%96%BC%ED%8B%B0%EB%B8%8C%ED%94%84%EB%A1%9C%ED%8B%B4%20(%ED%96%87%EB%B0%98)&vertical=search,,https://www.cjthemarket.com/pc/search?beforeAction=%2Fpc%2Fsearch%3Fwid1%3Dgnb_search&sort=RANK&collection=ALL&range=A&searchAction=D&query=%EC%96%BC%ED%8B%B0%EB%B8%8C,,,
drink,RTD drink,link-template,19,ultive-protein-royalmilktea-250,프로틴 (로얄밀크티향),얼티브,20,115,0,https://www.coupang.com/vp/products/9033900311?itemId=26500309570&vendorItemId=93475066052&pickType=COU_PICK&q=%EC%96%BC%ED%8B%B0%EB%B8%8C+%ED%94%84%EB%A1%9C%ED%8B%B4+%28%EB%A1%9C%EC%96%84%EB%B0%80%ED%81%AC%ED%8B%B0%ED%96%A5%29&searchId=fc9bd4b46898020&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyammp8,,https://search.shopping.naver.com/search/all?query=%EC%96%BC%ED%8B%B0%EB%B8%8C%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%A1%9C%EC%96%84%EB%B0%80%ED%81%AC%ED%8B%B0%ED%96%A5)&prevQuery=%EC%96%BC%ED%8B%B0%EB%B8%8C%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%A1%9C%EC%97%B4%EB%B0%80%ED%81%AC%ED%8B%B0%ED%96%A5)&vertical=search,,https://www.cjthemarket.com/pc/search?beforeAction=%2Fpc%2Fsearch%3Fwid1%3Dgnb_search&sort=RANK&collection=ALL&range=A&searchAction=D&query=%EC%96%BC%ED%8B%B0%EB%B8%8C,,,
drink,RTD drink,link-template,20,ultive-vegan-protein-banana-250,비건 프로틴 (바나나맛),얼티브,21,115,0,https://www.coupang.com/vp/products/9224017158?itemId=27466965068&vendorItemId=94531809768&q=%EC%96%BC%ED%8B%B0%EB%B8%8C+%EB%B9%84%EA%B1%B4+%ED%94%84%EB%A1%9C%ED%8B%B4+%28%EB%B0%94%EB%82%98%EB%82%98%EB%A7%9B%29&searchId=f2f52d668505938&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyakm2i,,https://search.shopping.naver.com/search/all?query=%EC%96%BC%ED%8B%B0%EB%B8%8C%20%EB%B9%84%EA%B1%B4%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%B0%94%EB%82%98%EB%82%98%EB%A7%9B)&prevQuery=%EC%96%BC%ED%8B%B0%EB%B8%8C%20%EB%B9%84%EA%B1%B4%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%B4%88%EC%BD%94%EB%A7%9B)&vertical=search,,https://www.cjthemarket.com/pc/search?beforeAction=%2Fpc%2Fsearch%3Fwid1%3Dgnb_search&sort=RANK&collection=ALL&range=A&searchAction=D&query=%EC%96%BC%ED%8B%B0%EB%B8%8C,,,
drink,RTD drink,link-template,21,ultive-vegan-protein-choco-250,비건 프로틴 (초코맛),얼티브,21,130,0,https://www.coupang.com/vp/products/9212396109?itemId=27567890612&vendorItemId=94531809805&q=%EC%96%BC%ED%8B%B0%EB%B8%8C+%EB%B9%84%EA%B1%B4+%ED%94%84%EB%A1%9C%ED%8B%B4+%28%EC%B4%88%EC%BD%94%EB%A7%9B%29&searchId=98cea1dc4741987&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyajz9k,,https://search.shopping.naver.com/search/all?query=%EC%96%BC%ED%8B%B0%EB%B8%8C%20%EB%B9%84%EA%B1%B4%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%B4%88%EC%BD%94%EB%A7%9B)&prevQuery=%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%20A2%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%B4%88%EC%BD%9C%EB%A6%BF)&vertical=search,,https://www.cjthemarket.com/pc/search?beforeAction=%2Fpc%2Fsearch%3Fwid1%3Dgnb_search&sort=RANK&collection=ALL&range=A&searchAction=D&query=%EC%96%BC%ED%8B%B0%EB%B8%8C,,,
drink,RTD drink,link-template,22,hymune-balance-active-night-tiramisu-zero-250,프로틴 밸런스 액티브 (밤티라미수),하이뮨,22,99,0,https://www.coupang.com/vp/products/8966508605?itemId=26191217856&vendorItemId=93170583826&pickType=COU_PICK&q=%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%B0%A4%ED%8B%B0%EB%9D%BC%EB%AF%B8%EC%88%98)&searchId=549035783752877&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmybluc5,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%B0%A4%ED%8B%B0%EB%9D%BC%EB%AF%B8%EC%88%98)&prevQuery=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90)&vertical=search,,https://brand.naver.com/ildongfoodis/category/ca3a89b53d1f4aa3bce7f3b70bb97f31?cp=1,,,
drink,RTD drink,link-template,23,hymune-balance-active-vanilla-bonbon-zero-250,프로틴 밸런스 액티브 (바닐라봉봉),하이뮨,22,99,0,https://www.coupang.com/vp/products/8966626959?itemId=26191217997&vendorItemId=93170584118&q=%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%B0%B8%EB%9F%B0%EC%8A%A4+%EC%95%A1%ED%8B%B0%EB%B8%8C+%28%EB%B0%94%EB%8B%90%EB%9D%BC%EB%B4%89%EB%B4%89%29&searchId=1cb9afa56174946&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmybky7s,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%B0%94%EB%8B%90%EB%9D%BC%EB%B4%89%EB%B4%89)&prevQuery=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%9D%8C%EB%A3%8C%20%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90%20190ml&vertical=search,,https://brand.naver.com/ildongfoodis/category/ca3a89b53d1f4aa3bce7f3b70bb97f31?cp=1,,,
drink,RTD drink,link-template,24,hymune-balance-active-double-shot-coffee-250,프로틴 밸런스 액티브 (더블샷 커피),하이뮨,20,104,0,https://www.coupang.com/vp/products/7675277669?itemId=20485989473&vendorItemId=93563353610,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%8D%94%EB%B8%94%EC%83%B7%20%EC%BB%A4%ED%94%BC)&prevQuery=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%B0%80%ED%81%AC%EC%89%90%EC%9D%B4%ED%81%AC)&vertical=search,,https://brand.naver.com/ildongfoodis/category/ca3a89b53d1f4aa3bce7f3b70bb97f31?cp=1,,,
drink,RTD drink,link-template,25,sellex-profit-whey-protein-americano-330,프로틴 웨이프로핏 (아메리카노),셀렉스,20,90,0,,,https://search.shopping.naver.com/search/all?query=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%9B%A8%EC%9D%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EB%85%B8%20%EB%93%9C%EB%A7%81%ED%81%AC%2C%20330ml%2C%2012%EA%B0%9C&prevQuery=%EC%85%80%EB%A0%89%EC%8A%A4%20%EC%9B%A8%EC%9D%B4%ED%94%84%EB%A1%9C%ED%95%8F%20%EB%93%9C%EB%A7%81%ED%81%AC%20%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EB%85%B8&vertical=search,,https://brand.naver.com/selex/category/85709825a6ff41b7bfdb4b6dbd205dd0?cp=1,,,
drink,RTD drink,link-template,26,sellex-profit-strawberry-choco-250,프로핏 (딸기초코),셀렉스,20,100,0,https://www.coupang.com/vp/products/8817045827?itemId=26033649782&vendorItemId=93874518918&q=%EC%85%80%EB%A0%89%EC%8A%A4++%ED%94%84%EB%A1%9C%ED%95%8F+%28%EB%94%B8%EA%B8%B0%EC%B4%88%EC%BD%94%29&searchId=ce60a16613085686&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=momyk8wx,,https://search.shopping.naver.com/search/all?query=%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20(%EB%94%B8%EA%B8%B0%EC%B4%88%EC%BD%94)&prevQuery=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%9B%A8%EC%9D%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EB%85%B8%20%EB%93%9C%EB%A7%81%ED%81%AC%2C%20330ml%2C%2012%EA%B0%9C&vertical=search,,https://brand.naver.com/selex/category/85709825a6ff41b7bfdb4b6dbd205dd0?cp=1,,,
