category,categoryLabel,source,No,slug,productName,brand,protein,calories,sugar,currentCoupangUrl,newCoupangUrl,currentNaverUrl,newNaverUrl,currentOfficialUrl,newOfficialUrl,status,memo
drink,RTD drink,link-template,89,labnosh-protein-perfect-banana-350,프로틴 드링크 퍼펙트 (바나나),랩노쉬,27,125,0,https://www.coupang.com/vp/products/9317372382?itemId=27646295014&vendorItemId=94683765794&q=%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%93%9C%EB%A7%81%ED%81%AC+%ED%8D%BC%ED%8E%99%ED%8A%B8+%28%EB%B0%94%EB%82%98%EB%82%98%29&searchId=7040b9853977361&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mmybd2eq,,https://search.shopping.naver.com/search/all?query=%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%93%9C%EB%A7%81%ED%81%AC%20%ED%8D%BC%ED%8E%99%ED%8A%B8%20(%EB%B0%94%EB%82%98%EB%82%98)&prevQuery=%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%93%9C%EB%A7%81%ED%81%AC%20%ED%8D%BC%ED%8E%99%ED%8A%B8%20(%EC%B4%88%EC%BD%94)&vertical=search,,https://labnosh.com/category/%EB%9E%A9%EB%85%B8%EC%89%AC/44/,,,
drink,RTD drink,link-template,90,calobye-perfect-powershake-choco-250,퍼펙트 파워쉐이크 (초코맛),칼로바이,20,115,8,https://www.coupang.com/vp/products/7645380932?itemId=20327401952&vendorItemId=91652269991&pickType=COU_PICK&q=%EC%B9%BC%EB%A1%9C%EB%B0%94%EC%9D%B4+%ED%8D%BC%ED%8E%99%ED%8A%B8+%ED%8C%8C%EC%9B%8C%EC%89%90%EC%9D%B4%ED%81%AC+%28%EC%B4%88%EC%BD%94%29&searchId=8715ef034954089&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mmybwngf,,https://search.shopping.naver.com/search/all?query=%EC%B9%BC%EB%A1%9C%EB%B0%94%EC%9D%B4%20%ED%8D%BC%ED%8E%99%ED%8A%B8%20%ED%8C%8C%EC%9B%8C%20%EC%89%90%EC%9D%B4%ED%81%AC%2020g%20chzh%EB%A7%9B%20%2C%20250ml%2C%2024%EA%B0%9C&prevQuery=%EC%B9%BC%EB%A1%9C%EB%B0%94%EC%9D%B4%20%ED%8D%BC%ED%8E%99%ED%8A%B8%20%ED%8C%8C%EC%9B%8C%20%EC%89%90%EC%9D%B4%ED%81%AC%2020g%20%EB%94%B8%EA%B8%B0%EB%A7%9B%20%2C%20250ml%2C%2024%EA%B0%9C&vertical=search,,https://www.calobye.shop/list.php?category=2762r02&dept=2,,,
drink,RTD drink,link-template,91,hamsoa-minions-proteinact-choco-330,미니언즈 프로틴액트 (초콜릿),함소아제약,30,205,8,https://www.coupang.com/vp/products/9221550660?itemId=27250231503&vendorItemId=94233315928&q=%EB%AF%B8%EB%8B%88%EC%96%B8%EC%A6%88+%ED%94%84%EB%A1%9C%ED%8B%B4%EC%95%A1%ED%8A%B8+%28%EC%B4%88%EC%BD%9C%EB%A6%BF%29&searchId=6a2715543139011&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=momyltht,,https://search.shopping.naver.com/search/all?query=%EB%AF%B8%EB%8B%88%EC%96%B8%EC%A6%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EC%95%A1%ED%8A%B8%20%EC%B4%88%EC%BD%94%EB%A7%9B%2024%EA%B0%9C%20330ml&prevQuery=%EB%AF%B8%EB%8B%88%EC%96%B8%EC%A6%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EC%95%A1%ED%8A%B8%20%EC%9D%8C%EB%A3%8C%20(%EC%B4%88%EC%BD%9C%EB%A6%BF)&vertical=search,,,,,
drink,RTD drink,link-template,92,mymil-newprotein-original-190,뉴프로틴 (오리지널),마이밀,9,150,10,https://www.coupang.com/vp/products/7510981160?itemId=19680031614&vendorItemId=86785425845&sourceType=srp_product_ads&clickEventId=c77fdd20-2408-11f1-9c39-be00f8b009f2&korePlacement=15&koreSubPlacement=1&clickEventId=c77fdd20-2408-11f1-9c39-be00f8b009f2&korePlacement=15&koreSubPlacement=1&traceId=mmyb8rig,,https://search.shopping.naver.com/search/all?query=%EB%A7%88%EC%9D%B4%EB%B0%80%20%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90)&prevQuery=%EC%98%AC%ED%94%84%EB%A1%9C%ED%8B%B4%2041g%20(%EC%B4%88%EC%BD%94%EB%A7%9B)&vertical=search,,https://www.wellife.co.kr/categories/index/102000000000,,,
drink,RTD drink,link-template,93,mymil-newprotein-deepchoco-190,뉴프로틴 (딥초코),마이밀,9,150,10,https://www.coupang.com/vp/products/7172666535?itemId=20458084207&vendorItemId=85227255723&pickType=COU_PICK&q=%EB%A7%88%EC%9D%B4%EB%B0%80%20%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%94%A5%EC%B4%88%EC%BD%94)&searchId=b98b627e3824057&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyb9inz,,https://search.shopping.naver.com/search/all?query=%EB%A7%88%EC%9D%B4%EB%B0%80%20%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%94%A5%EC%B4%88%EC%BD%94)&prevQuery=%EB%A7%88%EC%9D%B4%EB%B0%80%20%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%82%B0%EC%96%91%EC%9C%A0)&vertical=search,,https://www.wellife.co.kr/categories/index/102000000000,,,
drink,RTD drink,link-template,94,mymil-newprotein-goatmilk-190,뉴프로틴 (산양유),마이밀,9,150,10,https://www.coupang.com/vp/products/8203753690?itemId=19942784461&vendorItemId=87041990713&pickType=COU_PICK&q=%EB%A7%88%EC%9D%B4%EB%B0%80+%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4+%28%EC%82%B0%EC%96%91%EC%9C%A0%29&searchId=c19501cc4704385&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mmyb97ca,,https://search.shopping.naver.com/search/all?query=%EB%A7%88%EC%9D%B4%EB%B0%80%20%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%82%B0%EC%96%91%EC%9C%A0)&prevQuery=%EB%A7%88%EC%9D%B4%EB%B0%80%20%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90)&vertical=search,,https://www.wellife.co.kr/categories/index/102000000000,,,
drink,RTD drink,link-template,95,hymune-protein-balance-190,프로틴 밸런스 (오리지널),하이뮨,10,165,11,https://www.coupang.com/vp/products/9057383530?itemId=25190333018&vendorItemId=91899401612&q=%ED%95%98%EC%9D%B4%EB%AE%A8+%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%B0%B8%EB%9F%B0%EC%8A%A4+%28%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90%29&searchId=7b4ee9d38337318&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mmybjty3,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%9D%8C%EB%A3%8C%20%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90%20190ml&prevQuery=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%9D%8C%EB%A3%8C%20%ED%9D%91%EC%9E%84%EC%9E%90%20190ml&vertical=search,,https://brand.naver.com/ildongfoodis/category/ca3a89b53d1f4aa3bce7f3b70bb97f31?cp=1,,,
drink,RTD drink,link-template,96,pasteur-easyprotein-cereal-250,이지프로틴 (시리얼),롯데웰푸드,20,165,11,https://www.coupang.com/vp/products/9245971003?itemId=23286008489&vendorItemId=94922461933&sourceType=srp_product_ads&clickEventId=07f9db50-4563-11f1-8518-87f3b131ab5b&korePlacement=15&koreSubPlacement=1&clickEventId=07f9db50-4563-11f1-8518-87f3b131ab5b&korePlacement=15&koreSubPlacement=1&traceId=momykmjs,,https://search.shopping.naver.com/search/all?query=%ED%8C%8C%EC%8A%A4%ED%87%B4%EB%A5%B4%20%EB%A1%AF%EB%8D%B0%20%ED%8C%8C%EC%8A%A4%ED%87%B4%EB%A5%B4%20%EC%9D%B4%EC%A7%80%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%8B%9C%EB%A6%AC%EC%96%BC%20%EB%93%9C%EB%A7%81%ED%81%AC&prevQuery=%ED%8C%8C%EC%8A%A4%ED%87%B4%EB%A5%B4%20%EB%A1%AF%EB%8D%B0%20%ED%8C%8C%EC%8A%A4%ED%87%B4%EB%A5%B4%20%EC%9D%B4%EC%A7%80%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%8B%9C%EB%A6%AC%EC%96%BC%20%EB%93%9C%EB%A7%81%ED%81%AC250ml24%EA%B0%9C&vertical=search,,,,,
drink,RTD drink,link-template,97,hymune-protein-balance-black-sesame-190,프로틴 밸런스 (흑임자),하이뮨,10,165,14,https://www.coupang.com/vp/products/7892272743?itemId=21757907659&vendorItemId=88806894780&q=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20(%ED%9D%91%EC%9E%84%EC%9E%90)&searchId=69e4a9eb3926316&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmybjf76,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%9D%8C%EB%A3%8C%20%ED%9D%91%EC%9E%84%EC%9E%90%20190ml&prevQuery=NEW%20%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%9D%8C%EB%A3%8C%20%EC%B4%88%EC%BD%94%20190ml%2C%2064%EA%B0%9C&vertical=search,,https://brand.naver.com/ildongfoodis/category/ca3a89b53d1f4aa3bce7f3b70bb97f31?cp=1,,,
drink,RTD drink,link-template,98,sellex-protein-original-190,프로틴 (오리지널),셀렉스,12,190,14,https://www.coupang.com/vp/products/9334640009?itemId=19428960882&searchId=d01c4db5db21418b8893087c44b71916&sourceType=brandstore_sdp_atf_topbadge-best_products&storeId=1235&subSourceType=brandstore_sdp_atf_topbadge-best_products&vendorId=A00575434&vendorItemId=82914630148,,https://search.shopping.naver.com/search/all?query=%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90)&prevQuery=%EC%84%9C%EC%9A%B8%EC%9A%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%97%90%EB%84%88%EC%A7%80%20(%EC%B4%88%EC%BD%94)&vertical=search,,https://brand.naver.com/selex/category/85709825a6ff41b7bfdb4b6dbd205dd0?cp=1,,,
drink,RTD drink,link-template,99,hymune-protein-balance-plus-190,프로틴 밸런스 (플러스),하이뮨,13,150,14,https://www.coupang.com/vp/products/8398569703?itemId=25169050462&vendorItemId=91650631007&pickType=COU_PICK&q=%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%B0%B8%EB%9F%B0%EC%8A%A4+%28%ED%94%8C%EB%9F%AC%EC%8A%A4%29&searchId=7486ea6f15633183&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=momyl3gd,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20(%ED%94%8C%EB%9F%AC%EC%8A%A4)&prevQuery=%EB%9E%A9%EB%85%B8%EC%89%AC%20%EB%9E%A9%EB%85%B8%EC%89%AC%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%93%9C%EB%A7%81%ED%81%AC%20%EB%A7%88%EC%9D%BC%EB%93%9C%20%EB%B0%94%EB%82%98%EB%82%98%20350ml&vertical=search,,https://brand.naver.com/ildongfoodis/category/ca3a89b53d1f4aa3bce7f3b70bb97f31?cp=1,,,
drink,RTD drink,link-template,100,danbaek-water-grapefruit-400,더단백 워터 프로틴 (백자몽),더단백,25,100,0,https://www.coupang.com/vp/products/8690022470?itemId=25272790005&vendorItemId=92268490006&q=%EB%8D%94%EB%8B%A8%EB%B0%B1+%EC%9B%8C%ED%84%B0+%ED%94%84%EB%A1%9C%ED%8B%B4+%28%EB%B0%B1%EC%9E%90%EB%AA%BD%29&searchId=86809a464020712&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmybritt,,https://search.shopping.naver.com/search/all?query=%EB%8D%94%EB%8B%A8%EB%B0%B1%20%EC%9B%8C%ED%84%B0%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%B0%B1%EC%9E%90%EB%AA%BD)&prevQuery=%EB%8D%94%EB%8B%A8%EB%B0%B1%20%EC%9B%8C%ED%84%B0%20%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%B3%B5%EC%88%AD%EC%95%84)&vertical=search,,https://brand.naver.com/binggrae/category/54e40c847f15417fae9351c9478ee909?cp=1,,,
drink,RTD drink,link-template,101,mymil-newprotein-banana-190,뉴프로틴 (바나나),마이밀,9,150,10,https://www.coupang.com/vp/products/7345092004?itemId=18143492367&vendorItemId=85293912587&pickType=COU_PICK&q=%EB%A7%88%EC%9D%B4%EB%B0%80%20%EB%89%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20(%EB%B0%94%EB%82%98%EB%82%98)&searchId=071589224984874&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyb9rhk,,https://search.shopping.naver.com/search/all?query=%EB%A7%88%EC%9D%B4%EB%B0%,,https://www.wellife.co.kr/categories/index/102000000000,,,
drink,RTD drink,link-template,102,oneuldanbaek-caramel-latte-250,오늘단백 (카라멜라떼),오늘단백,21,158,6,,,,,,,,
drink,RTD drink,link-template,103,oneuldanbaek-choco-latte-250,오늘단백 (초코라떼),오늘단백,21,135,3,,,,,,,,
drink,RTD drink,link-template,104,oneuldanbaek-dolce-latte-250,오늘단백 (돌체라떼),오늘단백,21,135,4,,,,,,,,
drink,RTD drink,link-template,105,sellex-profit-peach-icedtea-330,매일유업 셀렉스 프로핏 스포츠 (복숭아 아이스티),셀렉스,20,90,0.9,https://www.coupang.com/vp/products/7663054897?itemId=20420622913&vendorItemId=75935752052&q=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%8A%A4%ED%8F%AC%EC%B8%A0%20(%EB%B3%B5%EC%88%AD%EC%95%84%20%EC%95%84%EC%9D%B4%EC%8A%A4%ED%8B%B0)&searchId=30459123134654&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mn4plejq,,https://search.shopping.naver.com/search/all?where=all&frm=NVSCTAB&query=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85+%EC%85%80%EB%A0%89%EC%8A%A4+%ED%94%84%EB%A1%9C%ED%95%8F+%EC%8A%A4%ED%8F%AC%EC%B8%A0+%28%EB%B3%B5%EC%88%AD%EC%95%84+%EC%95%84%EC%9D%B4%EC%8A%A4%ED%8B%B0%29,,https://www.selexmall.com/kr/product/productList?r_ctcode1=024000000000000&r_ctcode2=024000000000000&r_order=1,,,
drink,RTD drink,link-template,106,sellex-profit-sports-choco-330,매일유업 셀렉스 프로핏 스포츠 (초콜릿),셀렉스,20,99,0,https://www.coupang.com/vp/products/8288998337?itemId=17962429189&vendorItemId=94792440684&pickType=COU_PICK&q=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85+%EC%85%80%EB%A0%89%EC%8A%A4+%ED%94%84%EB%A1%9C%ED%95%8F+%EC%8A%A4%ED%8F%AC%EC%B8%A0+%28%EC%B4%88%EC%BD%9C%EB%A6%BF%29&searchId=0196e6905825886&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mn4plrdl,,https://search.shopping.naver.com/search/all?query=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%8A%A4%ED%8F%AC%EC%B8%A0%20(%EC%B4%88%EC%BD%9C%EB%A6%BF)&prevQuery=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%8A%A4%ED%8F%AC%EC%B8%A0%20(%EB%B3%B5%EC%88%AD%EC%95%84%20%EC%95%84%EC%9D%B4%EC%8A%A4%ED%8B%B0)&vertical=search,,https://www.selexmall.com/kr/product/productList?r_ctcode1=024000000000000&r_ctcode2=024000000000000&r_order=1,,,
drink,RTD drink,link-template,107,sellex-profit-sports-coconut-330,매일유업 셀렉스 프로핏 스포츠 (코코넛),셀렉스,20,90,0,https://www.coupang.com/vp/products/9197453112?itemId=27323113328&vendorItemId=94305335877&q=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%8A%A4%ED%8F%AC%EC%B8%A0%20(%EC%BD%94%EC%BD%94%EB%84%9B)&searchId=5da522395278485&sourceType=search&itemsCount=36&searchRank=0&rank=0,,https://search.shopping.naver.com/search/all?query=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%8A%A4%ED%8F%AC%EC%B8%A0%20(%EC%BD%94%EC%BD%94%EB%84%9B)&prevQuery=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%8A%A4%ED%8F%AC%EC%B8%A0%20(%EC%B4%88%EC%BD%9C%EB%A6%BF)&vertical=search,,https://www.selexmall.com/kr/product/productList?r_ctcode1=024000000000000&r_ctcode2=024000000000000&r_order=1,,,
drink,RTD drink,link-template,108,hymune-balance-active-darkchoco-330,프로틴 밸런스 액티브 (다크초코),하이뮨,31,220,7,https://www.coupang.com/vp/products/8128946047?itemId=23082203301&vendorItemId=90115704513&q=%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%8B%A4%ED%81%AC%EC%B4%88%EC%BD%94)&searchId=65b9d7cb5829787&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mn4pm8kf,,https://search.shopping.naver.com/search/all?query=%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%8B%A4%ED%81%AC%EC%B4%88%EC%BD%94)&prevQuery=%EB%A7%A4%EC%9D%BC%EC%9C%A0%EC%97%85%20%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%8A%A4%ED%8F%AC%EC%B8%A0%20(%EC%BD%94%EC%BD%94%EB%84%9B)&vertical=search,,https://brand.naver.com/ildongfoodis/category/6f55b75ed3724714bb6ff30784aca283?cp=1,,,
drink,RTD drink,link-template,109,hymune-balance-active-plant-protein-250,프로틴 밸런스 액티브 (식물성 단백질),하이뮨,20,99,0,https://www.coupang.com/vp/products/8034447584?itemId=22475130593&vendorItemId=89607429620&q=%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%B0%B8%EB%9F%B0%EC%8A%A4+%EC%95%A1%ED%8B%B0%EB%B8%8C+%28%EC%8B%9D%EB%AC%BC%EC%84%B1+%EB%8B%A8%EB%B0%B1%EC%A7%88%29&searchId=b5ca3fbc5837820&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=,,https://search.shopping.naver.com/search/all?query=%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EC%8B%9D%EB%AC%BC%EC%84%B1%20%EB%8B%A8%EB%B0%B1%EC%A7%88)&prevQuery=%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EC%95%A1%ED%8B%B0%EB%B8%8C%20(%EB%8B%A4%ED%81%AC%EC%B4%88%EC%BD%94)&vertical=search,,https://brand.naver.com/ildongfoodis/category/6f55b75ed3724714bb6ff30784aca283?cp=1,,,
drink,RTD drink,link-template,110,sellex-profit-sports-wildchoco-350,프로핏 스포츠 와일드 초코,셀렉스,45,210,0,https://www.coupang.com/vp/products/9481373144?itemId=28230058415&vendorItemId=95183817928&q=%ED%94%84%EB%A1%9C%ED%95%8F+%EC%8A%A4%ED%8F%AC%EC%B8%A0+%EC%99%80%EC%9D%BC%EB%93%9C+%EC%B4%88%EC%BD%94&searchId=b50f61d718767866&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=momyndjf,,https://search.shopping.naver.com/search/all?query=%EC%85%80%EB%A0%89%EC%8A%A4%20%ED%94%84%EB%A1%9C%ED%95%8F%20%EC%8A%A4%ED%8F%AC%EC%B8%A0%20%EC%99%80%EC%9D%BC%EB%93%9C%20%EC%B4%88%EC%BD%94%2045g%20350ml,,https://www.selexmall.com/kr/product/productList?r_ctcode1=024000000000000&r_ctcode2=024000000000000&r_order=1,,,
drink,RTD drink,link-template,111,labnosh-protein-perfect-cookie-cream-350,프로틴 드링크 퍼펙트 (쿠키앤크림),랩노쉬,27,135,0,https://www.coupang.com/vp/products/9468118165?itemId=28178882760&vendorItemId=95133548690&q=%ED%94%84%EB%A1%9C%ED%8B%B4+%EB%93%9C%EB%A7%81%ED%81%AC+%ED%8D%BC%ED%8E%99%ED%8A%B8+%28%EC%BF%A0%ED%82%A4%EC%95%A4%ED%81%AC%EB%A6%BC%29&searchId=2185c9017886285&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=momynsbg,,https://search.shopping.naver.com/search/all?query=%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%93%9C%EB%A7%81%ED%81%AC%20%ED%8D%BC%ED%8E%99%ED%8A%B8%20(%EC%BF%A0%ED%82%A4%EC%95%A4%ED%81%AC%EB%A6%BC)&vertical=search,,https://labnosh.com/category/%EB%9E%A9%EB%85%B8%EC%89%AC/44/,,,
drink,RTD drink,product-index,,danbaek-balance-original-190,더단백 밸런스 (오리지널),더단백,10,173,9.5,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,danbaek-drink-mintchoco-250,더단백 드링크 (민트초코),더단백,20,105,0.8,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,harim-chicken-protein-savory-240,닭가슴살 프로틴 (고소한맛),하림,21,120,3,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,hymune-ultra-400,하이뮨 울트라,하이뮨,49,250,0.9,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,labnosh-protein-max-choco-400,프로틴 드링크 맥스 (초코),랩노쉬,52,235,0,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,labnosh-protein-max-strawberry-400,프로틴 드링크 맥스 (딸기),랩노쉬,52,230,0,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,newcare-all-protein-41g-coffee-350,올프로틴 41g (커피우유맛),뉴케어,41,210,0.8,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,newcare-all-protein-41g-savory-350,올프로틴 41g (고소한맛),뉴케어,41,210,0.8,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,sellex-protein-dangsolve-corn-190,프로틴 당솔브 (초당옥수수맛),셀렉스,14,150,0.9,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,sellex-protein-dangsolve-fivegrain-190,프로틴 당솔브 (오곡맛),셀렉스,14,150,0.9,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
drink,RTD drink,product-index,,takefit-extreme-450,테이크핏 익스트림,테이크핏,60,259,1.3,,,,,,,new-product,Added from public/products.json because it was missing from category link templates.
bar,Protein bar,link-template,1,dryou-proteinbar-pro-3nuts-crunch,프로 단백질바 (3넛츠 크런치),닥터유,25,334,8,https://www.coupang.com/vp/products/8356254889?itemId=24145285036&searchId=0c86b80e1bfd46f6ab310f250bcabf72&sourceType=brandstore_sdp_atf_topbadge-all_products&storeId=109641&subSourceType=brandstore_sdp_atf_topbadge-all_products&vendorId=A00137671&vendorItemId=91170009507,,https://search.shopping.naver.com/search/all?query=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20(3%EB%84%9B%EC%B8%A0%20%ED%81%AC%EB%9F%B0%EC%B9%98)&prevQuery=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%2050g%2C%201%EA%B0%9C%EC%9E%85%2C%201%EA%B0%9C&vertical=search,,https://dryoumall.com/product/list.html?cate_no=44,,,
bar,Protein bar,link-template,2,dryou-proteinbar-pro-choco-classic,프로 단백질바 (초코 클래식),닥터유,24,312,9,https://www.coupang.com/vp/products/9196410187?itemId=27146535129&searchId=ba7dcd4cf2d644b1a43d938ec351d4f6&sourceType=brandstore_sdp_atf_topbadge-all_products&storeId=109641&subSourceType=brandstore_sdp_atf_topbadge-all_products&vendorId=A00137671&vendorItemId=94114385953,,https://search.shopping.naver.com/search/all?query=%EC%98%A4%EB%A6%AC%EC%98%A8%20%EB%8B%A5%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20(%EC%B4%88%EC%BD%94%20%ED%81%B4%EB%9E%98%EC%8B%9D)&prevQuery=%EC%98%A4%EB%A6%AC%EC%98%A8%20%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%ED%95%9C%EC%9E%85%EC%8F%99%20(%EC%95%BD34%EA%B0%9C%EC%9E%85%20%EC%B4%9D420g)%203%EA%B0%9C&vertical=search,,https://dryoumall.com/product/list.html?cate_no=44,,,
